Cellname	Cellcycle
OrgdEX052064	Late-S/G2
OrgdEX052066	G1
OrgdEX052069	Early-S
OrgdEX052070	G1
OrgdEX052071	G1
OrgdEX052072	Late-S/G2
OrgdEX052073	Late-S/G2
OrgdEX052074	G1
OrgdEX052077	Late-S/G2
OrgdEX052078	Late-S/G2
OrgdEX052079	G1
OrgdEX052082	G1
OrgdEX052084	Mid-S
OrgdEX052085	Late-S/G2
OrgdEX052086	Late-S/G2
OrgdEX052087	G1
OrgdEX052089	Late-S/G2
OrgdEX052090	G1
OrgdEX052092	Late-S/G2
OrgdEX052093	Late-S/G2
OrgdEX052095	Late-S/G2
OrgdEX052096	G1
OrgdEX052097	Mid-S
OrgdEX052102	G1
OrgdEX052103	Late-S/G2
OrgdEX052104	Mid-S
OrgdEX052105	Late-S/G2
OrgdEX052106	Mid-S
OrgdEX052107	G1
OrgdEX052109	G1
OrgdEX052110	Mid-S
OrgdEX052112	Late-S/G2
OrgdEX052114	Late-S/G2
OrgdEX052115	Late-S/G2
OrgdEX052116	Late-S/G2
OrgdEX052117	Late-S/G2
OrgdEX052118	G1
OrgdEX052119	Late-S/G2
OrgdEX052121	Early-S
OrgdEX052123	Mid-S
OrgdEX052125	Late-S/G2
OrgdEX052126	Early-S
OrgdEX052127	G1
OrgdEX052128	Mid-S
OrgdEX052129	Mid-S
OrgdEX052130	G1
OrgdEX052131	Late-S/G2
OrgdEX052132	G1
OrgdEX052133	Late-S/G2
OrgdEX052134	Late-S/G2
OrgdEX052138	G1
OrgdEX052139	G1
OrgdEX052142	Late-S/G2
OrgdEX052144	Late-S/G2
OrgdEX052145	Late-S/G2
OrgdEX052146	G1
OrgdEX052147	G1
OrgdEX052148	Late-S/G2
OrgdEX052149	G1
OrgdEX052153	Early-S
OrgdEX052154	Mid-S
OrgdEX052157	G1
OrgdEX052158	G1
OrgdEX052159	G1
OrgdEX052161	G1
OrgdEX052162	Early-S
OrgdEX052163	G1
OrgdEX052168	G1
OrgdEX052169	G1
OrgdEX052170	G1
OrgdEX052172	G1
OrgdEX052174	Mid-S
OrgdEX052175	G1
OrgdEX052176	G1
OrgdEX052179	Late-S/G2
OrgdEX052181	Mid-S
OrgdEX052182	Mid-S
OrgdEX052183	Mid-S
OrgdEX052185	Late-S/G2
OrgdEX052187	Late-S/G2
OrgdEX052188	G1
OrgdEX052190	Early-S
OrgdEX052191	Early-S
OrgdEX052192	Early-S
OrgdEX052193	Late-S/G2
OrgdEX052194	Late-S/G2
OrgdEX052195	Late-S/G2
OrgdEX052197	G1
OrgdEX052202	Early-S
OrgdEX052203	Mid-S
OrgdEX052204	Late-S/G2
OrgdEX052206	G1
OrgdEX052208	Late-S/G2
OrgdEX052209	G1
OrgdEX052211	Mid-S
OrgdEX052212	G1
OrgdEX052213	G1
OrgdEX052214	Late-S/G2
OrgdEX052215	G1
OrgdEX052219	Late-S/G2
OrgdEX052220	Late-S/G2
OrgdEX052221	Mid-S
OrgdEX052222	Early-S
OrgdEX052225	G1
OrgdEX052226	Early-S
OrgdEX052227	G1
OrgdEX052229	Late-S/G2
OrgdEX052230	G1
OrgdEX052232	G1
OrgdEX052233	Late-S/G2
OrgdEX052235	Mid-S
OrgdEX052237	Mid-S
OrgdEX052238	Late-S/G2
OrgdEX052239	G1
OrgdEX052242	G1
OrgdEX052243	G1
OrgdEX052244	G1
OrgdEX052245	Early-S
OrgdEX052246	Mid-S
OrgdEX052250	G1
OrgdEX052252	G1
OrgdEX052253	Late-S/G2
OrgdEX052254	Late-S/G2
OrgdEX052255	G1
OrgdEX052256	Late-S/G2
OrgdEX052258	Mid-S
OrgdEX052259	G1
OrgdEX052260	Late-S/G2
OrgdEX052261	Early-S
OrgdEX052262	Early-S
OrgdEX052263	Early-S
OrgdEX052265	Late-S/G2
OrgdEX052266	G1
OrgdEX052267	Early-S
OrgdEX052269	Late-S/G2
OrgdEX052270	Late-S/G2
OrgdEX052272	G1
OrgdEX052275	G1
OrgdEX052276	G1
OrgdEX052279	Late-S/G2
OrgdEX052283	G1
OrgdEX052284	G1
OrgdEX052285	G1
OrgdEX052287	G1
OrgdEX052288	G1
OrgdEX052289	Late-S/G2
OrgdEX052290	Late-S/G2
OrgdEX052291	G1
OrgdEX052292	G1
OrgdEX052293	Early-S
OrgdEX052294	G1
OrgdEX052295	Early-S
OrgdEX052296	Late-S/G2
OrgdEX052297	G1
OrgdEX052300	G1
OrgdEX052301	G1
OrgdEX052302	Late-S/G2
OrgdEX052303	G1
OrgdEX052304	Mid-S
OrgdEX052305	Late-S/G2
OrgdEX052306	G1
OrgdEX052307	Early-S
OrgdEX052308	Mid-S
OrgdEX052311	G1
OrgdEX052312	Mid-S
OrgdEX052313	Mid-S
OrgdEX052315	G1
OrgdEX052316	G1
OrgdEX052317	G1
OrgdEX052318	G1
OrgdEX052319	G1
OrgdEX052321	G1
OrgdEX052323	G1
OrgdEX052324	Early-S
OrgdEX052325	G1
OrgdEX052327	G1
OrgdEX052329	Late-S/G2
OrgdEX052332	Late-S/G2
OrgdEX052333	Late-S/G2
OrgdEX052334	G1
OrgdEX052336	G1
OrgdEX052337	Late-S/G2
OrgdEX052338	G1
OrgdEX052339	Mid-S
OrgdEX052340	Mid-S
OrgdEX052341	Late-S/G2
OrgdEX052342	Late-S/G2
OrgdEX052343	Early-S
OrgdEX052344	Mid-S
OrgdEX052345	G1
OrgdEX052346	G1
OrgdEX052347	G1
OrgdEX052348	G1
OrgdEX052349	G1
OrgdEX052350	Late-S/G2
OrgdEX052352	Late-S/G2
OrgdEX052353	G1
OrgdEX052355	G1
OrgdEX052357	Early-S
OrgdEX052358	G1
OrgdEX052359	G1
OrgdEX052360	Mid-S
OrgdEX052361	G1
OrgdEX052366	Late-S/G2
OrgdEX052367	Early-S
OrgdEX052368	G1
OrgdEX052371	Late-S/G2
OrgdEX052372	Early-S
OrgdEX052373	Late-S/G2
OrgdEX052374	G1
OrgdEX052375	Mid-S
OrgdEX052376	Late-S/G2
OrgdEX052377	G1
OrgdEX052378	Early-S
OrgdEX052380	G1
OrgdEX052381	G1
OrgdEX052382	Late-S/G2
OrgdEX052383	G1
OrgdEX052384	Mid-S
OrgeE851001	G1
OrgeE851003	G1
OrgeE851004	Mid-S
OrgeE851005	Late-S/G2
OrgeE851006	Late-S/G2
OrgeE851007	Late-S/G2
OrgeE851008	G1
OrgeE851009	Late-S/G2
OrgeE851010	Late-S/G2
OrgeE851012	G1
OrgeE851013	Mid-S
OrgeE851014	Early-S
OrgeE851015	G1
OrgeE851016	G1
OrgeE851017	Mid-S
OrgeE851018	Mid-S
OrgeE851019	Mid-S
OrgeE851020	G1
OrgeE851021	Late-S/G2
OrgeE851022	Early-S
OrgeE851023	Early-S
OrgeE851024	Late-S/G2
OrgeE851025	G1
OrgeE851026	Late-S/G2
OrgeE851027	Early-S
OrgeE851028	Mid-S
OrgeE851029	Mid-S
OrgeE851030	G1
OrgeE851031	G1
OrgeE851032	Mid-S
OrgeE851033	Early-S
OrgeE851034	G1
OrgeE851035	Late-S/G2
OrgeE851036	G1
OrgeE851037	Late-S/G2
OrgeE851038	Late-S/G2
OrgeE851039	G1
OrgeE851040	G1
OrgeE851042	Late-S/G2
OrgeE851043	Late-S/G2
OrgeE851044	Late-S/G2
OrgeE851045	Late-S/G2
OrgeE851046	G1
OrgeE851047	Late-S/G2
OrgeE851048	Early-S
OrgeE851049	G1
OrgeE851050	G1
OrgeE851051	G1
OrgeE851052	Mid-S
OrgeE851053	Early-S
OrgeE851054	G1
OrgeE851055	Late-S/G2
OrgeE851056	G1
OrgeE851057	Mid-S
OrgeE851058	Late-S/G2
OrgeE851059	Late-S/G2
OrgeE851060	G1
OrgeE851061	G1
OrgeE851062	Mid-S
OrgeE851063	Late-S/G2
OrgeE851064	G1
OrgeE851065	Mid-S
OrgeE851066	G1
OrgeE851067	Mid-S
OrgeE851068	G1
OrgeE851069	Mid-S
OrgeE851070	G1
OrgeE851071	Late-S/G2
OrgeE851072	Late-S/G2
OrgeE851073	G1
OrgeE851074	Late-S/G2
OrgeE851075	Early-S
OrgeE851076	Late-S/G2
OrgeE851077	Mid-S
OrgeE851078	Late-S/G2
OrgeE851079	G1
OrgeE851080	Late-S/G2
OrgeE851081	G1
OrgeE851082	G1
OrgeE851083	G1
OrgeE851084	Mid-S
OrgeE851085	Late-S/G2
OrgeE851086	G1
OrgeE851088	Late-S/G2
OrgeE851089	Late-S/G2
OrgeE851090	Late-S/G2
OrgeE851091	Late-S/G2
OrgeE851092	Mid-S
OrgeE851093	G1
OrgeE851094	Mid-S
OrgeE851095	G1
OrgeE851096	Late-S/G2
OrgeE851097	Mid-S
OrgeE851098	G1
OrgeE851099	Late-S/G2
OrgeE851100	Late-S/G2
OrgeE851101	Mid-S
OrgeE851102	Mid-S
OrgeE851103	Mid-S
OrgeE851104	Mid-S
OrgeE851105	Mid-S
OrgeE851106	G1
OrgeE851107	Early-S
OrgeE851108	Early-S
OrgeE851109	G1
OrgeE851111	G1
OrgeE851112	Late-S/G2
OrgeE851113	Late-S/G2
OrgeE851114	G1
OrgeE851115	G1
OrgeE851116	Mid-S
OrgeE851117	G1
OrgeE851118	G1
OrgeE851119	Mid-S
OrgeE851120	G1
OrgeE851121	Mid-S
OrgeE851122	Mid-S
OrgeE851123	Mid-S
OrgeE851124	G1
OrgeE851125	Early-S
OrgeE851126	Late-S/G2
OrgeE851127	Late-S/G2
OrgeE851128	Early-S
OrgeE851129	Late-S/G2
OrgeE851130	G1
OrgeE851131	Mid-S
OrgeE851132	Early-S
OrgeE851133	Late-S/G2
OrgeE851134	Mid-S
OrgeE851135	G1
OrgeE851136	Late-S/G2
OrgeE851137	Mid-S
OrgeE851138	G1
OrgeE851139	Late-S/G2
OrgeE851140	G1
OrgeE851142	Late-S/G2
OrgeE851143	G1
OrgeE851144	Early-S
OrgeE851145	Mid-S
OrgeE851146	Late-S/G2
OrgeE851147	Mid-S
OrgeE851148	G1
OrgeE851149	Late-S/G2
OrgeE851150	G1
OrgeE851151	Early-S
OrgeE851152	G1
OrgeE851153	Late-S/G2
OrgeE851154	G1
OrgeE851155	G1
OrgeE851156	Late-S/G2
OrgeE851157	G1
OrgeE851158	G1
OrgeE851159	Mid-S
OrgeE851160	Late-S/G2
OrgeE851161	Late-S/G2
OrgeE851162	Late-S/G2
OrgeE851163	G1
OrgeE851164	Early-S
OrgeE851165	Late-S/G2
OrgeE851166	G1
OrgeE851167	Late-S/G2
OrgeE851168	Mid-S
OrgeE851169	G1
OrgeE851170	G1
OrgeE851171	Late-S/G2
OrgeE851172	Late-S/G2
OrgeE851173	Mid-S
OrgeE851174	Late-S/G2
OrgeE851175	G1
OrgeE851176	Mid-S
OrgeE851177	Mid-S
OrgeE851178	Early-S
OrgeE851179	Late-S/G2
OrgeE851180	G1
OrgeE851181	Late-S/G2
OrgeE851182	G1
OrgeE851183	G1
OrgeE851184	Mid-S
OrgeE851185	Mid-S
OrgeE851186	Late-S/G2
OrgeE851187	Late-S/G2
OrgeE851188	G1
OrgeE851189	Mid-S
OrgeE851190	G1
OrgeE851191	G1
OrgeE851192	G1
OrgeE851193	Late-S/G2
OrgeE851194	Mid-S
OrgeE851195	Mid-S
OrgeE851196	G1
OrgeE851197	Mid-S
OrgeE851198	Late-S/G2
OrgeE851199	Late-S/G2
OrgeE851200	Late-S/G2
OrgeE851201	Mid-S
OrgeE851202	Mid-S
OrgeE851203	Late-S/G2
OrgeE851204	G1
OrgeE851205	Late-S/G2
OrgeE851206	Late-S/G2
OrgeE851207	Mid-S
OrgeE851208	Late-S/G2
OrgeE851209	Mid-S
OrgeE851210	Late-S/G2
OrgeE851211	Late-S/G2
OrgeE851212	G1
OrgeE851213	Mid-S
OrgeE851214	Mid-S
OrgeE851215	Late-S/G2
OrgeE851216	Mid-S
OrgeE851217	Mid-S
OrgeE851218	Mid-S
OrgeE851219	Mid-S
OrgeE851220	Late-S/G2
OrgeE851221	Early-S
OrgeE851222	Late-S/G2
OrgeE851223	Late-S/G2
OrgeE851224	Late-S/G2
OrgeE851225	Early-S
OrgeE851226	Mid-S
OrgeE851227	Mid-S
OrgeE851228	Mid-S
OrgeE851229	Late-S/G2
OrgeE851230	Mid-S
OrgeE851231	Mid-S
OrgeE851232	G1
OrgeE851233	Mid-S
OrgeE851234	G1
OrgeE851235	Late-S/G2
OrgeE851236	Late-S/G2
OrgeE851237	Late-S/G2
OrgeE851238	G1
OrgeE851239	Early-S
OrgeE851240	Early-S
OrgeE851241	Early-S
OrgeE851242	Early-S
OrgeE851244	Late-S/G2
OrgeE851245	G1
OrgeE851246	Late-S/G2
OrgeE851247	G1
OrgeE851248	Mid-S
OrgeE851249	Late-S/G2
OrgeE851250	G1
OrgeE851251	Mid-S
OrgeE851253	Late-S/G2
OrgeE851254	Mid-S
OrgeE851255	G1
OrgeE851256	Mid-S
OrgeE851258	Late-S/G2
OrgeE851259	Mid-S
OrgeE851260	G1
OrgeE851261	Late-S/G2
OrgeE851262	G1
OrgeE851263	G1
OrgeE851264	Early-S
OrgeE851265	Mid-S
OrgeE851266	G1
OrgeE851267	Late-S/G2
OrgeE851268	Mid-S
OrgeE851269	Mid-S
OrgeE851270	Late-S/G2
OrgeE851271	Late-S/G2
OrgeE851272	G1
OrgeE851273	Mid-S
OrgeE851274	Mid-S
OrgeE851275	Mid-S
OrgeE851276	Mid-S
OrgeE851277	G1
OrgeE851279	Mid-S
OrgeE851280	Mid-S
OrgeE851281	Late-S/G2
OrgeE851282	Early-S
OrgeE851283	Late-S/G2
OrgeE851284	Late-S/G2
OrgeE851285	Late-S/G2
OrgeE851286	Late-S/G2
OrgeE851287	Mid-S
OrgeE851288	Early-S
OrgeE851289	Late-S/G2
OrgeE851290	G1
OrgeE851292	G1
OrgeE851293	Late-S/G2
OrgeE851294	G1
OrgeE851296	Late-S/G2
OrgeE851297	G1
OrgeE851298	Late-S/G2
OrgeE851299	Late-S/G2
OrgeE851300	G1
OrgeE851301	Early-S
OrgeE851302	G1
OrgeE851303	G1
OrgeE851304	G1
OrgeE851305	Early-S
OrgeE851306	Mid-S
OrgeE851307	Early-S
OrgeE851308	Late-S/G2
OrgeE851309	G1
OrgeE851310	Late-S/G2
OrgeE851311	Late-S/G2
OrgeE851312	G1
OrgeE851313	Early-S
OrgeE851315	Late-S/G2
OrgeE851316	Mid-S
OrgeE851317	G1
OrgeE851318	Late-S/G2
OrgeE851319	Early-S
OrgeE851320	Early-S
OrgeE851321	Late-S/G2
OrgeE851322	G1
OrgeE851323	Late-S/G2
OrgeE851325	G1
OrgeE851326	G1
OrgeE851327	Mid-S
OrgeE851328	Late-S/G2
OrgeE851329	Early-S
OrgeE851330	G1
OrgeE851331	Late-S/G2
OrgeE851332	G1
OrgeE851333	Late-S/G2
OrgeE851334	Late-S/G2
OrgeE851335	G1
OrgeE851336	Late-S/G2
OrgeE851337	G1
OrgeE851338	G1
OrgeE851339	Early-S
OrgeE851340	Early-S
OrgeE851341	Late-S/G2
OrgeE851342	Late-S/G2
OrgeE851343	Late-S/G2
OrgeE851344	G1
OrgeE851345	G1
OrgeE851346	G1
OrgeE851347	Mid-S
OrgeE851348	Late-S/G2
OrgeE851349	Early-S
OrgeE851350	G1
OrgeE851351	Late-S/G2
OrgeE851352	Early-S
OrgeE851353	G1
OrgeE851354	Late-S/G2
OrgeE851355	G1
OrgeE851356	G1
OrgeE851357	Late-S/G2
OrgeE851358	G1
OrgeE851359	Mid-S
OrgeE851360	G1
OrgeE851361	Mid-S
OrgeE851362	Late-S/G2
OrgeE851363	Late-S/G2
OrgeE851364	Mid-S
OrgeE851365	G1
OrgeE851366	Late-S/G2
OrgeE851367	Late-S/G2
OrgeE851368	G1
OrgeE851369	G1
OrgeE851370	G1
OrgeE851371	G1
OrgeE851372	Mid-S
OrgeE851373	G1
OrgeE851374	G1
OrgeE851375	Late-S/G2
OrgeE851376	Late-S/G2
OrgeE851377	Mid-S
OrgeE851378	G1
OrgeE851379	Early-S
OrgeE851380	Early-S
OrgeE851381	G1
OrgeE851382	G1
OrgeE851383	Mid-S
OrgeE851384	Mid-S
OrgeEX052001	Mid-S
OrgeEX052002	G1
OrgeEX052003	G1
OrgeEX052004	Mid-S
OrgeEX052007	G1
OrgeEX052008	Late-S/G2
OrgeEX052009	Mid-S
OrgeEX052010	Early-S
OrgeEX052011	G1
OrgeEX052012	Mid-S
OrgeEX052013	Mid-S
OrgeEX052014	Late-S/G2
OrgeEX052016	Early-S
OrgeEX052019	G1
OrgeEX052021	G1
OrgeEX052023	G1
OrgeEX052024	Mid-S
OrgeEX052026	Late-S/G2
OrgeEX052027	Late-S/G2
OrgeEX052030	Mid-S
OrgeEX052031	G1
OrgeEX052032	Mid-S
OrgeEX052034	Mid-S
OrgeEX052036	Late-S/G2
OrgeEX052037	G1
OrgeEX052040	G1
OrgeEX052041	Mid-S
OrgeEX052043	Mid-S
OrgeEX052044	Late-S/G2
OrgeEX052045	G1
OrgeEX052046	G1
OrgeEX052047	G1
OrgeEX052051	Late-S/G2
OrgeEX052053	Early-S
OrgeEX052054	Mid-S
OrgeEX052055	Mid-S
OrgeEX052058	G1
OrgeEX052059	G1
OrgeEX052060	Early-S
OrgeEX052061	G1
OrgeEX052062	Mid-S
OrgeEX052065	Early-S
OrgeEX052066	Mid-S
OrgeEX052067	G1
OrgeEX052071	G1
OrgeEX052073	G1
OrgeEX052076	Early-S
OrgeEX052083	Mid-S
OrgeEX052084	G1
OrgeEX052085	Mid-S
OrgeEX052088	G1
OrgeEX052089	G1
OrgeEX052090	G1
OrgeEX052091	G1
OrgeEX052094	G1
OrgeEX052096	Early-S
OrgeEX052098	Late-S/G2
OrgeEX052101	Early-S
OrgeEX052102	Late-S/G2
OrgeEX052103	Mid-S
OrgeEX052105	Early-S
OrgeEX052108	G1
OrgeEX052109	Late-S/G2
OrgeEX052111	Late-S/G2
OrgeEX052112	Mid-S
OrgeEX052113	G1
OrgeEX052114	Mid-S
OrgeEX052115	Early-S
OrgeEX052116	G1
OrgeEX052118	Late-S/G2
OrgeEX052124	G1
OrgeEX052125	G1
OrgeEX052126	G1
OrgeEX052127	Mid-S
OrgeEX052128	Late-S/G2
OrgeEX052129	Mid-S
OrgeEX052130	G1
OrgeEX052131	Late-S/G2
OrgeEX052132	G1
OrgeEX052133	Mid-S
OrgeEX052134	Mid-S
OrgeEX052135	Late-S/G2
OrgeEX052136	Mid-S
OrgeEX052138	Late-S/G2
OrgeEX052139	G1
OrgeEX052140	G1
OrgeEX052141	Mid-S
OrgeEX052142	Early-S
OrgeEX052144	Late-S/G2
OrgeEX052146	Late-S/G2
OrgeEX052152	G1
OrgeEX052153	Mid-S
OrgeEX052154	G1
OrgeEX052156	Late-S/G2
OrgeEX052157	G1
OrgeEX052159	Mid-S
OrgeEX052161	G1
OrgeEX052162	Early-S
OrgeEX052167	Late-S/G2
OrgeEX052168	Mid-S
OrgeEX052169	Mid-S
OrgeEX052171	G1
OrgeEX052172	G1
OrgeEX052173	Mid-S
OrgeEX052175	Late-S/G2
OrgeEX052177	Late-S/G2
OrgeEX052178	Late-S/G2
OrgeEX052179	Late-S/G2
OrgeEX052182	Late-S/G2
OrgeEX052183	Mid-S
OrgeEX052189	Late-S/G2
OrgeEX052190	G1
OrgeEX052192	Late-S/G2
OrgeEX052193	Early-S
OrgeEX052194	Late-S/G2
OrgeEX052195	G1
OrgeEX052196	Late-S/G2
OrgeEX052197	Late-S/G2
OrgeEX052199	Late-S/G2
OrgeEX052200	Late-S/G2
OrgeEX052203	Early-S
OrgeEX052204	G1
OrgeEX052205	Early-S
OrgeEX052207	Late-S/G2
OrgeEX052208	G1
OrgeEX052209	Late-S/G2
OrgeEX052210	Mid-S
OrgeEX052211	Late-S/G2
OrgeEX052212	Late-S/G2
OrgeEX052213	Late-S/G2
OrgeEX052215	Mid-S
OrgeEX052216	G1
OrgeEX052217	G1
OrgeEX052218	Late-S/G2
OrgeEX052219	Late-S/G2
OrgeEX052220	G1
OrgeEX052221	Mid-S
OrgeEX052225	G1
OrgeEX052226	G1
OrgeEX052227	Mid-S
OrgeEX052228	Late-S/G2
OrgeEX052229	Early-S
OrgeEX052230	Early-S
OrgeEX052232	Late-S/G2
OrgeEX052236	G1
OrgeEX052237	Mid-S
OrgeEX052238	Early-S
OrgeEX052239	Mid-S
OrgeEX052240	G1
OrgeEX052241	G1
OrgeEX052242	Late-S/G2
OrgeEX052244	Late-S/G2
OrgeEX052245	Mid-S
OrgeEX052246	G1
OrgeEX052247	G1
OrgeEX052250	Late-S/G2
OrgeEX052251	Mid-S
OrgeEX052252	Early-S
OrgeEX052253	G1
OrgeEX052254	Mid-S
OrgeEX052255	Late-S/G2
OrgeEX052258	G1
OrgeEX052266	Mid-S
OrgeEX052267	Late-S/G2
OrgeEX052268	Early-S
OrgeEX052269	Late-S/G2
OrgeEX052271	Mid-S
OrgeEX052274	G1
OrgeEX052276	G1
OrgeEX052277	Late-S/G2
OrgeEX052278	G1
OrgeEX052279	G1
OrgeEX052280	Late-S/G2
OrgeEX052281	Mid-S
OrgeEX052285	Early-S
OrgeEX052286	Early-S
OrgeEX052287	G1
OrgeEX052288	G1
OrgeEX052289	Mid-S
OrgeEX052290	Late-S/G2
OrgeEX052293	Late-S/G2
OrgeEX052295	G1
OrgeEX052296	Early-S
OrgeEX052297	Late-S/G2
OrgeEX052298	G1
OrgeEX052299	Late-S/G2
OrgeEX052300	Late-S/G2
OrgeEX052302	Late-S/G2
OrgeEX052303	Mid-S
OrgeEX052304	Late-S/G2
OrgeEX052306	Mid-S
OrgeEX052307	Early-S
OrgeEX052308	G1
OrgeEX052309	Late-S/G2
OrgeEX052316	G1
OrgeEX052317	Mid-S
OrgeEX052318	Late-S/G2
OrgeEX052319	G1
OrgeEX052320	Late-S/G2
OrgeEX052321	Early-S
OrgeEX052322	G1
OrgeEX052323	G1
OrgeEX052324	Mid-S
OrgeEX052325	G1
OrgeEX052326	G1
OrgeEX052327	Early-S
OrgeEX052328	G1
OrgeEX052329	Mid-S
OrgeEX052330	Mid-S
OrgeEX052331	Late-S/G2
OrgeEX052332	G1
OrgeEX052333	G1
OrgeEX052334	Late-S/G2
OrgeEX052335	Mid-S
OrgeEX052337	Mid-S
OrgeEX052339	G1
OrgeEX052340	G1
OrgeEX052342	Mid-S
OrgeEX052347	Late-S/G2
OrgeEX052348	Early-S
OrgeEX052351	G1
OrgeEX052352	Mid-S
OrgeEX052353	Late-S/G2
OrgeEX052355	Late-S/G2
OrgeEX052357	G1
OrgeEX052359	Late-S/G2
OrgeEX052360	G1
OrgeEX052361	Late-S/G2
OrgeEX052363	Late-S/G2
OrgeEX052365	Late-S/G2
OrgeEX052367	Mid-S
OrgeEX052368	Early-S
OrgeEX052369	Late-S/G2
OrgeEX052370	G1
OrgeEX052372	Early-S
OrgeEX052373	G1
OrgeEX052374	Mid-S
OrgeEX052375	G1
OrgeEX052376	G1
OrgeEX052377	Mid-S
OrgeEX052378	Mid-S
OrgeEX052379	Early-S
OrgeEX052383	Mid-S
OrgeEX052384	Mid-S
OrgeEX053001	G1
OrgeEX053002	Late-S/G2
OrgeEX053005	Late-S/G2
OrgeEX053006	Mid-S
OrgeEX053007	G1
OrgeEX053008	G1
OrgeEX053010	G1
OrgeEX053011	G1
OrgeEX053012	Early-S
OrgeEX053013	Mid-S
OrgeEX053014	G1
OrgeEX053015	Mid-S
OrgeEX053017	G1
OrgeEX053019	Late-S/G2
OrgeEX053020	Early-S
OrgeEX053022	G1
OrgeEX053025	G1
OrgeEX053026	Late-S/G2
OrgeEX053027	G1
OrgeEX053028	Late-S/G2
OrgeEX053031	Early-S
OrgeEX053032	G1
OrgeEX053033	G1
OrgeEX053034	Late-S/G2
OrgeEX053035	Mid-S
OrgeEX053039	Late-S/G2
OrgeEX053041	G1
OrgeEX053042	Mid-S
OrgeEX053043	G1
OrgeEX053044	G1
OrgeEX053047	Late-S/G2
OrgeEX053048	G1
OrgeEX053051	G1
OrgeEX053053	G1
OrgeEX053054	G1
OrgeEX053057	Early-S
OrgeEX053058	G1
OrgeEX053059	Early-S
OrgeEX053061	Early-S
OrgeEX053062	Late-S/G2
OrgeEX053064	Mid-S
OrgeEX053065	G1
OrgeEX053066	G1
OrgeEX053067	Late-S/G2
OrgeEX053069	Mid-S
OrgeEX053070	Early-S
OrgeEX053071	Early-S
OrgeEX053072	Early-S
OrgeEX053073	G1
OrgeEX053074	G1
OrgeEX053075	G1
OrgeEX053078	Late-S/G2
OrgeEX053079	G1
OrgeEX053080	Late-S/G2
OrgeEX053081	G1
OrgeEX053082	Late-S/G2
OrgeEX053083	G1
OrgeEX053085	Late-S/G2
OrgeEX053087	Early-S
OrgeEX053089	G1
OrgeEX053092	Mid-S
OrgeEX053093	Early-S
OrgeEX053094	Early-S
OrgeEX053096	G1
OrgeEX053101	Early-S
OrgeEX053102	Early-S
OrgeEX053103	Mid-S
OrgeEX053105	G1
OrgeEX053106	Late-S/G2
OrgeEX053107	Mid-S
OrgeEX053108	Late-S/G2
OrgeEX053109	Late-S/G2
OrgeEX053110	Mid-S
OrgeEX053111	Late-S/G2
OrgeEX053113	Late-S/G2
OrgeEX053114	G1
OrgeEX053115	Mid-S
OrgeEX053117	G1
OrgeEX053118	Mid-S
OrgeEX053120	Late-S/G2
OrgeEX053121	Late-S/G2
OrgeEX053124	G1
OrgeEX053125	Late-S/G2
OrgeEX053126	Late-S/G2
OrgeEX053127	Mid-S
OrgeEX053128	Late-S/G2
OrgeEX053130	G1
OrgeEX053131	Mid-S
OrgeEX053132	Late-S/G2
OrgeEX053133	G1
OrgeEX053134	Mid-S
OrgeEX053136	Late-S/G2
OrgeEX053137	Late-S/G2
OrgeEX053138	Late-S/G2
OrgeEX053140	G1
OrgeEX053141	Late-S/G2
OrgeEX053142	Late-S/G2
OrgeEX053143	G1
OrgeEX053144	Mid-S
OrgeEX053145	Late-S/G2
OrgeEX053147	Mid-S
OrgeEX053148	Early-S
OrgeEX053151	G1
OrgeEX053152	G1
OrgeEX053153	G1
OrgeEX053154	Mid-S
OrgeEX053157	G1
OrgeEX053158	Late-S/G2
OrgeEX053159	Mid-S
OrgeEX053162	Late-S/G2
OrgeEX053163	Late-S/G2
OrgeEX053164	G1
OrgeEX053168	G1
OrgeEX053172	Late-S/G2
OrgeEX053174	Mid-S
OrgeEX053175	Mid-S
OrgeEX053177	G1
OrgeEX053179	Early-S
OrgeEX053180	Late-S/G2
OrgeEX053184	Early-S
OrgeEX053185	G1
OrgeEX053187	Late-S/G2
OrgeEX053189	Mid-S
OrgeEX053190	Late-S/G2
OrgeEX053191	G1
OrgeEX053194	Mid-S
OrgeEX053197	G1
OrgeEX053201	Late-S/G2
OrgeEX053203	G1
OrgeEX053205	Mid-S
OrgeEX053206	G1
OrgeEX053207	Late-S/G2
OrgeEX053211	G1
OrgeEX053212	Late-S/G2
OrgeEX053213	Late-S/G2
OrgeEX053214	G1
OrgeEX053215	Mid-S
OrgeEX053216	G1
OrgeEX053218	Late-S/G2
OrgeEX053219	Early-S
OrgeEX053222	Early-S
OrgeEX053223	G1
OrgeEX053229	Late-S/G2
OrgeEX053230	G1
OrgeEX053231	G1
OrgeEX053233	G1
OrgeEX053234	Mid-S
OrgeEX053235	Late-S/G2
OrgeEX053236	Late-S/G2
OrgeEX053237	Early-S
OrgeEX053238	G1
OrgeEX053239	Mid-S
OrgeEX053240	Mid-S
OrgeEX053241	G1
OrgeEX053243	Late-S/G2
OrgeEX053244	Mid-S
OrgeEX053245	Mid-S
OrgeEX053248	G1
OrgeEX053250	Late-S/G2
OrgeEX053251	G1
OrgeEX053253	G1
OrgeEX053255	Early-S
OrgeEX053259	Mid-S
OrgeEX053261	G1
